Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2012-13,2012-08-18T00:00:00Z,Fulham,Norwich,5,0,H,2,0,H
2012-13,2012-08-18T00:00:00Z,Newcastle,Tottenham,2,1,H,0,0,D
2012-13,2012-08-18T00:00:00Z,QPR,Swansea,0,5,A,0,1,A
2012-13,2012-08-18T00:00:00Z,Reading,Stoke,1,1,D,0,1,A
2012-13,2012-08-18T00:00:00Z,West Brom,Liverpool,3,0,H,1,0,H
2012-13,2012-08-18T00:00:00Z,West Ham,Aston Villa,1,0,H,1,0,H
2012-13,2012-08-19T00:00:00Z,Man City,Southampton,3,2,H,1,0,H
2012-13,2012-08-19T00:00:00Z,Wigan,Chelsea,0,2,A,0,2,A
2012-13,2012-08-20T00:00:00Z,Everton,Man United,1,0,H,0,0,D
2012-13,2012-08-22T00:00:00Z,Chelsea,Reading,4,2,H,1,2,A
2012-13,2012-08-25T00:00:00Z,Aston Villa,Everton,1,3,A,0,3,A
2012-13,2012-08-25T00:00:00Z,Chelsea,Newcastle,2,0,H,2,0,H
2012-13,2012-08-25T00:00:00Z,Man United,Fulham,3,2,H,3,1,H
2012-13,2012-08-25T00:00:00Z,Norwich,QPR,1,1,D,1,1,D
2012-13,2012-08-25T00:00:00Z,Southampton,Wigan,0,2,A,0,0,D
2012-13,2012-08-25T00:00:00Z,Swansea,West Ham,3,0,H,2,0,H
2012-13,2012-08-25T00:00:00Z,Tottenham,West Brom,1,1,D,0,0,D
2012-13,2012-08-26T00:00:00Z,Liverpool,Man City,2,2,D,1,0,H
2012-13,2012-08-26T00:00:00Z,Stoke,Arsenal,0,0,D,0,0,D
2012-13,2012-09-01T00:00:00Z,Man City,QPR,3,1,H,1,0,H
2012-13,2012-09-01T00:00:00Z,Swansea,Sunderland,2,2,D,1,2,A
2012-13,2012-09-01T00:00:00Z,Tottenham,Norwich,1,1,D,0,0,D
2012-13,2012-09-01T00:00:00Z,West Brom,Everton,2,0,H,0,0,D
2012-13,2012-09-01T00:00:00Z,West Ham,Fulham,3,0,H,3,0,H
2012-13,2012-09-01T00:00:00Z,Wigan,Stoke,2,2,D,1,1,D
2012-13,2012-09-02T00:00:00Z,Liverpool,Arsenal,0,2,A,0,1,A
2012-13,2012-09-02T00:00:00Z,Newcastle,Aston Villa,1,1,D,0,1,A
2012-13,2012-09-02T00:00:00Z,Southampton,Man United,2,3,A,1,1,D
2012-13,2012-09-15T00:00:00Z,Arsenal,Southampton,6,1,H,4,1,H
2012-13,2012-09-15T00:00:00Z,Aston Villa,Swansea,2,0,H,1,0,H
2012-13,2012-09-15T00:00:00Z,Fulham,West Brom,3,0,H,2,0,H
2012-13,2012-09-15T00:00:00Z,Man United,Wigan,4,0,H,0,0,D
2012-13,2012-09-15T00:00:00Z,Norwich,West Ham,0,0,D,0,0,D
2012-13,2012-09-15T00:00:00Z,QPR,Chelsea,0,0,D,0,0,D
2012-13,2012-09-15T00:00:00Z,Stoke,Man City,1,1,D,1,1,D
2012-13,2012-09-15T00:00:00Z,Sunderland,Liverpool,1,1,D,1,0,H
2012-13,2012-09-16T00:00:00Z,Reading,Tottenham,1,3,A,0,1,A
2012-13,2012-09-17T00:00:00Z,Everton,Newcastle,2,2,D,1,0,H
2012-13,2012-09-22T00:00:00Z,Chelsea,Stoke,1,0,H,0,0,D
2012-13,2012-09-22T00:00:00Z,Southampton,Aston Villa,4,1,H,0,1,A
2012-13,2012-09-22T00:00:00Z,Swansea,Everton,0,3,A,0,2,A
2012-13,2012-09-22T00:00:00Z,West Brom,Reading,1,0,H,0,0,D
2012-13,2012-09-22T00:00:00Z,West Ham,Sunderland,1,1,D,0,1,A
2012-13,2012-09-22T00:00:00Z,Wigan,Fulham,1,2,A,0,1,A
2012-13,2012-09-23T00:00:00Z,Liverpool,Man United,1,2,A,0,0,D
2012-13,2012-09-23T00:00:00Z,Man City,Arsenal,1,1,D,1,0,H
2012-13,2012-09-23T00:00:00Z,Newcastle,Norwich,1,0,H,1,0,H
2012-13,2012-09-23T00:00:00Z,Tottenham,QPR,2,1,H,0,1,A
2012-13,2012-09-29T00:00:00Z,Arsenal,Chelsea,1,2,A,1,1,D
2012-13,2012-09-29T00:00:00Z,Everton,Southampton,3,1,H,3,1,H
2012-13,2012-09-29T00:00:00Z,Fulham,Man City,1,2,A,1,1,D
2012-13,2012-09-29T00:00:00Z,Man United,Tottenham,2,3,A,0,2,A
2012-13,2012-09-29T00:00:00Z,Norwich,Liverpool,2,5,A,0,2,A
2012-13,2012-09-29T00:00:00Z,Reading,Newcastle,2,2,D,0,0,D
2012-13,2012-09-29T00:00:00Z,Stoke,Swansea,2,0,H,2,0,H
2012-13,2012-09-29T00:00:00Z,Sunderland,Wigan,1,0,H,0,0,D
2012-13,2012-09-30T00:00:00Z,Aston Villa,West Brom,1,1,D,0,0,D
2012-13,2012-10-01T00:00:00Z,QPR,West Ham,1,2,A,0,2,A
2012-13,2012-10-06T00:00:00Z,Chelsea,Norwich,4,1,H,3,1,H
2012-13,2012-10-06T00:00:00Z,Man City,Sunderland,3,0,H,1,0,H
2012-13,2012-10-06T00:00:00Z,Swansea,Reading,2,2,D,0,2,A
2012-13,2012-10-06T00:00:00Z,West Brom,QPR,3,2,H,2,1,H
2012-13,2012-10-06T00:00:00Z,West Ham,Arsenal,1,3,A,1,1,D
2012-13,2012-10-06T00:00:00Z,Wigan,Everton,2,2,D,2,1,H
2012-13,2012-10-07T00:00:00Z,Liverpool,Stoke,0,0,D,0,0,D
2012-13,2012-10-07T00:00:00Z,Newcastle,Man United,0,3,A,0,2,A
2012-13,2012-10-07T00:00:00Z,Southampton,Fulham,2,2,D,1,0,H
2012-13,2012-10-07T00:00:00Z,Tottenham,Aston Villa,2,0,H,0,0,D
2012-13,2012-10-20T00:00:00Z,Fulham,Aston Villa,1,0,H,0,0,D
2012-13,2012-10-20T00:00:00Z,Liverpool,Reading,1,0,H,1,0,H
2012-13,2012-10-20T00:00:00Z,Man United,Stoke,4,2,H,2,1,H
2012-13,2012-10-20T00:00:00Z,Norwich,Arsenal,1,0,H,1,0,H
2012-13,2012-10-20T00:00:00Z,Swansea,Wigan,2,1,H,0,0,D
2012-13,2012-10-20T00:00:00Z,Tottenham,Chelsea,2,4,A,0,1,A
2012-13,2012-10-20T00:00:00Z,West Brom,Man City,1,2,A,0,0,D
2012-13,2012-10-20T00:00:00Z,West Ham,Southampton,4,1,H,0,0,D
2012-13,2012-10-21T00:00:00Z,QPR,Everton,1,1,D,1,1,D
2012-13,2012-10-21T00:00:00Z,Sunderland,Newcastle,1,1,D,0,1,A
2012-13,2012-10-27T00:00:00Z,Arsenal,QPR,1,0,H,0,0,D
2012-13,2012-10-27T00:00:00Z,Aston Villa,Norwich,1,1,D,1,0,H
2012-13,2012-10-27T00:00:00Z,Man City,Swansea,1,0,H,0,0,D
2012-13,2012-10-27T00:00:00Z,Reading,Fulham,3,3,D,1,0,H
2012-13,2012-10-27T00:00:00Z,Stoke,Sunderland,0,0,D,0,0,D
2012-13,2012-10-27T00:00:00Z,Wigan,West Ham,2,1,H,1,0,H
2012-13,2012-10-28T00:00:00Z,Chelsea,Man United,2,3,A,1,2,A
2012-13,2012-10-28T00:00:00Z,Everton,Liverpool,2,2,D,2,2,D
2012-13,2012-10-28T00:00:00Z,Newcastle,West Brom,2,1,H,1,0,H
2012-13,2012-10-28T00:00:00Z,Southampton,Tottenham,1,2,A,0,2,A
2012-13,2012-11-03T00:00:00Z,Fulham,Everton,2,2,D,1,0,H
2012-13,2012-11-03T00:00:00Z,Man United,Arsenal,2,1,H,1,0,H
2012-13,2012-11-03T00:00:00Z,Norwich,Stoke,1,0,H,1,0,H
2012-13,2012-11-03T00:00:00Z,Sunderland,Aston Villa,0,1,A,0,0,D
2012-13,2012-11-03T00:00:00Z,Swansea,Chelsea,1,1,D,0,0,D
2012-13,2012-11-03T00:00:00Z,Tottenham,Wigan,0,1,A,0,0,D
2012-13,2012-11-03T00:00:00Z,West Ham,Man City,0,0,D,0,0,D
2012-13,2012-11-04T00:00:00Z,Liverpool,Newcastle,1,1,D,0,1,A
2012-13,2012-11-04T00:00:00Z,QPR,Reading,1,1,D,0,1,A
2012-13,2012-11-05T00:00:00Z,West Brom,Southampton,2,0,H,1,0,H
2012-13,2012-11-10T00:00:00Z,Arsenal,Fulham,3,3,D,2,2,D
2012-13,2012-11-10T00:00:00Z,Aston Villa,Man United,2,3,A,1,0,H
2012-13,2012-11-10T00:00:00Z,Everton,Sunderland,2,1,H,0,1,A
2012-13,2012-11-10T00:00:00Z,Reading,Norwich,0,0,D,0,0,D
2012-13,2012-11-10T00:00:00Z,Southampton,Swansea,1,1,D,0,0,D
2012-13,2012-11-10T00:00:00Z,Stoke,QPR,1,0,H,0,0,D
2012-13,2012-11-10T00:00:00Z,Wigan,West Brom,1,2,A,1,2,A
2012-13,2012-11-11T00:00:00Z,Chelsea,Liverpool,1,1,D,1,0,H
2012-13,2012-11-11T00:00:00Z,Man City,Tottenham,2,1,H,0,1,A
2012-13,2012-11-11T00:00:00Z,Newcastle,West Ham,0,1,A,0,1,A
2012-13,2012-11-17T00:00:00Z,Arsenal,Tottenham,5,2,H,3,1,H
2012-13,2012-11-17T00:00:00Z,Liverpool,Wigan,3,0,H,0,0,D
2012-13,2012-11-17T00:00:00Z,Man City,Aston Villa,5,0,H,1,0,H
2012-13,2012-11-17T00:00:00Z,Newcastle,Swansea,1,2,A,0,0,D
2012-13,2012-11-17T00:00:00Z,Norwich,Man United,1,0,H,0,0,D
2012-13,2012-11-17T00:00:00Z,QPR,Southampton,1,3,A,0,2,A
2012-13,2012-11-17T00:00:00Z,Reading,Everton,2,1,H,0,1,A
2012-13,2012-11-17T00:00:00Z,West Brom,Chelsea,2,1,H,1,1,D
2012-13,2012-11-18T00:00:00Z,Fulham,Sunderland,1,3,A,0,0,D
2012-13,2012-11-19T00:00:00Z,West Ham,Stoke,1,1,D,0,1,A
2012-13,2012-11-24T00:00:00Z,Aston Villa,Arsenal,0,0,D,0,0,D
2012-13,2012-11-24T00:00:00Z,Everton,Norwich,1,1,D,1,0,H
2012-13,2012-11-24T00:00:00Z,Man United,QPR,3,1,H,0,0,D
2012-13,2012-11-24T00:00:00Z,Stoke,Fulham,1,0,H,1,0,H
2012-13,2012-11-24T00:00:00Z,Sunderland,West Brom,2,4,A,0,2,A
2012-13,2012-11-24T00:00:00Z,Wigan,Reading,3,2,H,0,1,A
2012-13,2012-11-25T00:00:00Z,Chelsea,Man City,0,0,D,0,0,D
2012-13,2012-11-25T00:00:00Z,Southampton,Newcastle,2,0,H,1,0,H
2012-13,2012-11-25T00:00:00Z,Swansea,Liverpool,0,0,D,0,0,D
2012-13,2012-11-25T00:00:00Z,Tottenham,West Ham,3,1,H,1,0,H
2012-13,2012-11-27T00:00:00Z,Aston Villa,Reading,1,0,H,0,0,D
2012-13,2012-11-27T00:00:00Z,Sunderland,QPR,0,0,D,0,0,D
2012-13,2012-11-28T00:00:00Z,Chelsea,Fulham,0,0,D,0,0,D
2012-13,2012-11-28T00:00:00Z,Everton,Arsenal,1,1,D,1,1,D
2012-13,2012-11-28T00:00:00Z,Man United,West Ham,1,0,H,1,0,H
2012-13,2012-11-28T00:00:00Z,Southampton,Norwich,1,1,D,1,1,D
2012-13,2012-11-28T00:00:00Z,Stoke,Newcastle,2,1,H,0,0,D
2012-13,2012-11-28T00:00:00Z,Swansea,West Brom,3,1,H,3,1,H
2012-13,2012-11-28T00:00:00Z,Tottenham,Liverpool,2,1,H,2,0,H
2012-13,2012-11-28T00:00:00Z,Wigan,Man City,0,2,A,0,0,D
2012-13,2012-12-01T00:00:00Z,Arsenal,Swansea,0,2,A,0,0,D
2012-13,2012-12-01T00:00:00Z,Fulham,Tottenham,0,3,A,0,0,D
2012-13,2012-12-01T00:00:00Z,Liverpool,Southampton,1,0,H,1,0,H
2012-13,2012-12-01T00:00:00Z,Man City,Everton,1,1,D,1,1,D
2012-13,2012-12-01T00:00:00Z,QPR,Aston Villa,1,1,D,1,1,D
2012-13,2012-12-01T00:00:00Z,Reading,Man United,3,4,A,3,4,A
2012-13,2012-12-01T00:00:00Z,West Brom,Stoke,0,1,A,0,0,D
2012-13,2012-12-01T00:00:00Z,West Ham,Chelsea,3,1,H,0,1,A
2012-13,2012-12-02T00:00:00Z,Norwich,Sunderland,2,1,H,2,1,H
2012-13,2012-12-03T00:00:00Z,Newcastle,Wigan,3,0,H,2,0,H
2012-13,2012-12-08T00:00:00Z,Arsenal,West Brom,2,0,H,1,0,H
2012-13,2012-12-08T00:00:00Z,Aston Villa,Stoke,0,0,D,0,0,D
2012-13,2012-12-08T00:00:00Z,Southampton,Reading,1,0,H,0,0,D
2012-13,2012-12-08T00:00:00Z,Sunderland,Chelsea,1,3,A,0,2,A
2012-13,2012-12-08T00:00:00Z,Swansea,Norwich,3,4,A,0,3,A
2012-13,2012-12-08T00:00:00Z,Wigan,QPR,2,2,D,1,1,D
2012-13,2012-12-09T00:00:00Z,Everton,Tottenham,2,1,H,0,0,D
2012-13,2012-12-09T00:00:00Z,Man City,Man United,2,3,A,0,2,A
2012-13,2012-12-09T00:00:00Z,West Ham,Liverpool,2,3,A,2,1,H
2012-13,2012-12-10T00:00:00Z,Fulham,Newcastle,2,1,H,1,0,H
2012-13,2012-12-11T00:00:00Z,Sunderland,Reading,3,0,H,2,0,H
2012-13,2012-12-15T00:00:00Z,Liverpool,Aston Villa,1,3,A,0,2,A
2012-13,2012-12-15T00:00:00Z,Man United,Sunderland,3,1,H,2,0,H
2012-13,2012-12-15T00:00:00Z,Newcastle,Man City,1,3,A,0,2,A
2012-13,2012-12-15T00:00:00Z,Norwich,Wigan,2,1,H,1,0,H
2012-13,2012-12-15T00:00:00Z,QPR,Fulham,2,1,H,0,0,D
2012-13,2012-12-15T00:00:00Z,Stoke,Everton,1,1,D,0,1,A
2012-13,2012-12-16T00:00:00Z,Tottenham,Swansea,1,0,H,0,0,D
2012-13,2012-12-16T00:00:00Z,West Brom,West Ham,0,0,D,0,0,D
2012-13,2012-12-17T00:00:00Z,Reading,Arsenal,2,5,A,0,3,A
2012-13,2012-12-22T00:00:00Z,Liverpool,Fulham,4,0,H,2,0,H
2012-13,2012-12-22T00:00:00Z,Man City,Reading,1,0,H,0,0,D
2012-13,2012-12-22T00:00:00Z,Newcastle,QPR,1,0,H,0,0,D
2012-13,2012-12-22T00:00:00Z,Southampton,Sunderland,0,1,A,0,1,A
2012-13,2012-12-22T00:00:00Z,Tottenham,Stoke,0,0,D,0,0,D
2012-13,2012-12-22T00:00:00Z,West Brom,Norwich,2,1,H,1,1,D
2012-13,2012-12-22T00:00:00Z,West Ham,Everton,1,2,A,1,0,H
2012-13,2012-12-22T00:00:00Z,Wigan,Arsenal,0,1,A,0,0,D
2012-13,2012-12-23T00:00:00Z,Chelsea,Aston Villa,8,0,H,3,0,H
2012-13,2012-12-23T00:00:00Z,Swansea,Man United,1,1,D,1,1,D
2012-13,2012-12-26T00:00:00Z,Aston Villa,Tottenham,0,4,A,0,0,D
2012-13,2012-12-26T00:00:00Z,Everton,Wigan,2,1,H,0,0,D
2012-13,2012-12-26T00:00:00Z,Fulham,Southampton,1,1,D,1,0,H
2012-13,2012-12-26T00:00:00Z,Man United,Newcastle,4,3,H,1,2,A
2012-13,2012-12-26T00:00:00Z,Norwich,Chelsea,0,1,A,0,1,A
2012-13,2012-12-26T00:00:00Z,QPR,West Brom,1,2,A,0,1,A
2012-13,2012-12-26T00:00:00Z,Reading,Swansea,0,0,D,0,0,D
2012-13,2012-12-26T00:00:00Z,Stoke,Liverpool,3,1,H,2,1,H
2012-13,2012-12-26T00:00:00Z,Sunderland,Man City,1,0,H,0,0,D
2012-13,2012-12-29T00:00:00Z,Arsenal,Newcastle,7,3,H,1,1,D
2012-13,2012-12-29T00:00:00Z,Aston Villa,Wigan,0,3,A,0,1,A
2012-13,2012-12-29T00:00:00Z,Fulham,Swansea,1,2,A,0,1,A
2012-13,2012-12-29T00:00:00Z,Man United,West Brom,2,0,H,1,0,H
2012-13,2012-12-29T00:00:00Z,Norwich,Man City,3,4,A,1,2,A
2012-13,2012-12-29T00:00:00Z,Reading,West Ham,1,0,H,1,0,H
2012-13,2012-12-29T00:00:00Z,Stoke,Southampton,3,3,D,1,3,A
2012-13,2012-12-29T00:00:00Z,Sunderland,Tottenham,1,2,A,1,0,H
2012-13,2012-12-30T00:00:00Z,Everton,Chelsea,1,2,A,1,1,D
2012-13,2012-12-30T00:00:00Z,QPR,Liverpool,0,3,A,0,3,A
2012-13,2013-01-01T00:00:00Z,Man City,Stoke,3,0,H,1,0,H
2012-13,2013-01-01T00:00:00Z,Southampton,Arsenal,1,1,D,1,1,D
2012-13,2013-01-01T00:00:00Z,Swansea,Aston Villa,2,2,D,1,1,D
2012-13,2013-01-01T00:00:00Z,Tottenham,Reading,3,1,H,1,1,D
2012-13,2013-01-01T00:00:00Z,West Brom,Fulham,1,2,A,0,1,A
2012-13,2013-01-01T00:00:00Z,West Ham,Norwich,2,1,H,2,0,H
2012-13,2013-01-01T00:00:00Z,Wigan,Man United,0,4,A,0,2,A
2012-13,2013-01-02T00:00:00Z,Chelsea,QPR,0,1,A,0,0,D
2012-13,2013-01-02T00:00:00Z,Liverpool,Sunderland,3,0,H,2,0,H
2012-13,2013-01-02T00:00:00Z,Newcastle,Everton,1,2,A,1,1,D
2012-13,2013-01-12T00:00:00Z,Aston Villa,Southampton,0,1,A,0,1,A
2012-13,2013-01-12T00:00:00Z,Everton,Swansea,0,0,D,0,0,D
2012-13,2013-01-12T00:00:00Z,Fulham,Wigan,1,1,D,1,0,H
2012-13,2013-01-12T00:00:00Z,Norwich,Newcastle,0,0,D,0,0,D
2012-13,2013-01-12T00:00:00Z,QPR,Tottenham,0,0,D,0,0,D
2012-13,2013-01-12T00:00:00Z,Reading,West Brom,3,2,H,0,1,A
2012-13,2013-01-12T00:00:00Z,Stoke,Chelsea,0,4,A,0,1,A
2012-13,2013-01-12T00:00:00Z,Sunderland,West Ham,3,0,H,1,0,H
2012-13,2013-01-13T00:00:00Z,Arsenal,Man City,0,2,A,0,2,A
2012-13,2013-01-13T00:00:00Z,Man United,Liverpool,2,1,H,1,0,H
2012-13,2013-01-16T00:00:00Z,Chelsea,Southampton,2,2,D,2,0,H
2012-13,2013-01-19T00:00:00Z,Liverpool,Norwich,5,0,H,2,0,H
2012-13,2013-01-19T00:00:00Z,Man City,Fulham,2,0,H,1,0,H
2012-13,2013-01-19T00:00:00Z,Newcastle,Reading,1,2,A,1,0,H
2012-13,2013-01-19T00:00:00Z,Swansea,Stoke,3,1,H,0,0,D
2012-13,2013-01-19T00:00:00Z,West Brom,Aston Villa,2,2,D,0,2,A
2012-13,2013-01-19T00:00:00Z,West Ham,QPR,1,1,D,0,1,A
2012-13,2013-01-19T00:00:00Z,Wigan,Sunderland,2,3,A,1,3,A
2012-13,2013-01-20T00:00:00Z,Chelsea,Arsenal,2,1,H,2,0,H
2012-13,2013-01-20T00:00:00Z,Tottenham,Man United,1,1,D,0,1,A
2012-13,2013-01-21T00:00:00Z,Southampton,Everton,0,0,D,0,0,D
2012-13,2013-01-23T00:00:00Z,Arsenal,West Ham,5,1,H,1,1,D
2012-13,2013-01-29T00:00:00Z,Aston Villa,Newcastle,1,2,A,0,2,A
2012-13,2013-01-29T00:00:00Z,QPR,Man City,0,0,D,0,0,D
2012-13,2013-01-29T00:00:00Z,Stoke,Wigan,2,2,D,1,0,H
2012-13,2013-01-29T00:00:00Z,Sunderland,Swansea,0,0,D,0,0,D
2012-13,2013-01-30T00:00:00Z,Arsenal,Liverpool,2,2,D,0,1,A
2012-13,2013-01-30T00:00:00Z,Everton,West Brom,2,1,H,2,0,H
2012-13,2013-01-30T00:00:00Z,Fulham,West Ham,3,1,H,1,0,H
2012-13,2013-01-30T00:00:00Z,Man United,Southampton,2,1,H,2,1,H
2012-13,2013-01-30T00:00:00Z,Norwich,Tottenham,1,1,D,1,0,H
2012-13,2013-01-30T00:00:00Z,Reading,Chelsea,2,2,D,0,1,A
2012-13,2013-02-02T00:00:00Z,Arsenal,Stoke,1,0,H,0,0,D
2012-13,2013-02-02T00:00:00Z,Everton,Aston Villa,3,3,D,1,2,A
2012-13,2013-02-02T00:00:00Z,Fulham,Man United,0,1,A,0,0,D
2012-13,2013-02-02T00:00:00Z,Newcastle,Chelsea,3,2,H,1,0,H
2012-13,2013-02-02T00:00:00Z,QPR,Norwich,0,0,D,0,0,D
2012-13,2013-02-02T00:00:00Z,Reading,Sunderland,2,1,H,1,1,D
2012-13,2013-02-02T00:00:00Z,West Ham,Swansea,1,0,H,0,0,D
2012-13,2013-02-02T00:00:00Z,Wigan,Southampton,2,2,D,1,0,H
2012-13,2013-02-03T00:00:00Z,Man City,Liverpool,2,2,D,1,1,D
2012-13,2013-02-03T00:00:00Z,West Brom,Tottenham,0,1,A,0,0,D
2012-13,2013-02-09T00:00:00Z,Chelsea,Wigan,4,1,H,1,0,H
2012-13,2013-02-09T00:00:00Z,Norwich,Fulham,0,0,D,0,0,D
2012-13,2013-02-09T00:00:00Z,Southampton,Man City,3,1,H,2,1,H
2012-13,2013-02-09T00:00:00Z,Stoke,Reading,2,1,H,0,0,D
2012-13,2013-02-09T00:00:00Z,Sunderland,Arsenal,0,1,A,0,1,A
2012-13,2013-02-09T00:00:00Z,Swansea,QPR,4,1,H,2,0,H
2012-13,2013-02-09T00:00:00Z,Tottenham,Newcastle,2,1,H,1,1,D
2012-13,2013-02-10T00:00:00Z,Aston Villa,West Ham,2,1,H,0,0,D
2012-13,2013-02-10T00:00:00Z,Man United,Everton,2,0,H,2,0,H
2012-13,2013-02-11T00:00:00Z,Liverpool,West Brom,0,2,A,0,0,D
2012-13,2013-02-17T00:00:00Z,Liverpool,Swansea,5,0,H,1,0,H
2012-13,2013-02-23T00:00:00Z,Arsenal,Aston Villa,2,1,H,1,0,H
2012-13,2013-02-23T00:00:00Z,Fulham,Stoke,1,0,H,1,0,H
2012-13,2013-02-23T00:00:00Z,Norwich,Everton,2,1,H,0,1,A
2012-13,2013-02-23T00:00:00Z,QPR,Man United,0,2,A,0,1,A
2012-13,2013-02-23T00:00:00Z,Reading,Wigan,0,3,A,0,2,A
2012-13,2013-02-23T00:00:00Z,West Brom,Sunderland,2,1,H,1,0,H
2012-13,2013-02-24T00:00:00Z,Man City,Chelsea,2,0,H,0,0,D
2012-13,2013-02-24T00:00:00Z,Newcastle,Southampton,4,2,H,2,1,H
2012-13,2013-02-25T00:00:00Z,West Ham,Tottenham,2,3,A,1,1,D
2012-13,2013-03-02T00:00:00Z,Chelsea,West Brom,1,0,H,1,0,H
2012-13,2013-03-02T00:00:00Z,Everton,Reading,3,1,H,1,0,H
2012-13,2013-03-02T00:00:00Z,Man United,Norwich,4,0,H,1,0,H
2012-13,2013-03-02T00:00:00Z,Southampton,QPR,1,2,A,1,1,D
2012-13,2013-03-02T00:00:00Z,Stoke,West Ham,0,1,A,0,1,A
2012-13,2013-03-02T00:00:00Z,Sunderland,Fulham,2,2,D,1,2,A
2012-13,2013-03-02T00:00:00Z,Swansea,Newcastle,1,0,H,0,0,D
2012-13,2013-03-02T00:00:00Z,Wigan,Liverpool,0,4,A,0,3,A
2012-13,2013-03-03T00:00:00Z,Tottenham,Arsenal,2,1,H,2,0,H
2012-13,2013-03-04T00:00:00Z,Aston Villa,Man City,0,1,A,0,1,A
2012-13,2013-03-09T00:00:00Z,Norwich,Southampton,0,0,D,0,0,D
2012-13,2013-03-09T00:00:00Z,QPR,Sunderland,3,1,H,1,1,D
2012-13,2013-03-09T00:00:00Z,Reading,Aston Villa,1,2,A,1,2,A
2012-13,2013-03-09T00:00:00Z,West Brom,Swansea,2,1,H,1,1,D
2012-13,2013-03-10T00:00:00Z,Liverpool,Tottenham,3,2,H,1,1,D
2012-13,2013-03-10T00:00:00Z,Newcastle,Stoke,2,1,H,0,0,D
2012-13,2013-03-16T00:00:00Z,Aston Villa,QPR,3,2,H,1,1,D
2012-13,2013-03-16T00:00:00Z,Everton,Man City,2,0,H,1,0,H
2012-13,2013-03-16T00:00:00Z,Man United,Reading,1,0,H,1,0,H
2012-13,2013-03-16T00:00:00Z,Southampton,Liverpool,3,1,H,2,1,H
2012-13,2013-03-16T00:00:00Z,Stoke,West Brom,0,0,D,0,0,D
2012-13,2013-03-16T00:00:00Z,Swansea,Arsenal,0,2,A,0,0,D
2012-13,2013-03-17T00:00:00Z,Chelsea,West Ham,2,0,H,1,0,H
2012-13,2013-03-17T00:00:00Z,Sunderland,Norwich,1,1,D,1,1,D
2012-13,2013-03-17T00:00:00Z,Tottenham,Fulham,0,1,A,0,0,D
2012-13,2013-03-17T00:00:00Z,Wigan,Newcastle,2,1,H,1,0,H
2012-13,2013-03-30T00:00:00Z,Arsenal,Reading,4,1,H,1,0,H
2012-13,2013-03-30T00:00:00Z,Everton,Stoke,1,0,H,1,0,H
2012-13,2013-03-30T00:00:00Z,Man City,Newcastle,4,0,H,2,0,H
2012-13,2013-03-30T00:00:00Z,Southampton,Chelsea,2,1,H,2,1,H
2012-13,2013-03-30T00:00:00Z,Sunderland,Man United,0,1,A,0,1,A
2012-13,2013-03-30T00:00:00Z,Swansea,Tottenham,1,2,A,0,2,A
2012-13,2013-03-30T00:00:00Z,West Ham,West Brom,3,1,H,2,0,H
2012-13,2013-03-30T00:00:00Z,Wigan,Norwich,1,0,H,0,0,D
2012-13,2013-03-31T00:00:00Z,Aston Villa,Liverpool,1,2,A,1,0,H
2012-13,2013-04-01T00:00:00Z,Fulham,QPR,3,2,H,3,1,H
2012-13,2013-04-06T00:00:00Z,Norwich,Swansea,2,2,D,1,1,D
2012-13,2013-04-06T00:00:00Z,Reading,Southampton,0,2,A,0,1,A
2012-13,2013-04-06T00:00:00Z,Stoke,Aston Villa,1,3,A,0,1,A
2012-13,2013-04-06T00:00:00Z,West Brom,Arsenal,1,2,A,0,1,A
2012-13,2013-04-07T00:00:00Z,Chelsea,Sunderland,2,1,H,0,1,A
2012-13,2013-04-07T00:00:00Z,Liverpool,West Ham,0,0,D,0,0,D
2012-13,2013-04-07T00:00:00Z,Newcastle,Fulham,1,0,H,0,0,D
2012-13,2013-04-07T00:00:00Z,QPR,Wigan,1,1,D,0,0,D
2012-13,2013-04-07T00:00:00Z,Tottenham,Everton,2,2,D,1,1,D
2012-13,2013-04-08T00:00:00Z,Man United,Man City,1,2,A,0,0,D
2012-13,2013-04-13T00:00:00Z,Arsenal,Norwich,3,1,H,0,0,D
2012-13,2013-04-13T00:00:00Z,Aston Villa,Fulham,1,1,D,0,0,D
2012-13,2013-04-13T00:00:00Z,Everton,QPR,2,0,H,1,0,H
2012-13,2013-04-13T00:00:00Z,Reading,Liverpool,0,0,D,0,0,D
2012-13,2013-04-13T00:00:00Z,Southampton,West Ham,1,1,D,0,0,D
2012-13,2013-04-14T00:00:00Z,Newcastle,Sunderland,0,3,A,0,1,A
2012-13,2013-04-14T00:00:00Z,Stoke,Man United,0,2,A,0,1,A
2012-13,2013-04-16T00:00:00Z,Arsenal,Everton,0,0,D,0,0,D
2012-13,2013-04-17T00:00:00Z,Fulham,Chelsea,0,3,A,0,2,A
2012-13,2013-04-17T00:00:00Z,Man City,Wigan,1,0,H,0,0,D
2012-13,2013-04-17T00:00:00Z,West Ham,Man United,2,2,D,1,1,D
2012-13,2013-04-20T00:00:00Z,Fulham,Arsenal,0,1,A,0,1,A
2012-13,2013-04-20T00:00:00Z,Norwich,Reading,2,1,H,0,0,D
2012-13,2013-04-20T00:00:00Z,QPR,Stoke,0,2,A,0,1,A
